attendance_id,employee_id,date,check_in,check_out,status
1505,51,2025-01-05,09:03:00,17:33:00,Present
1506,51,2025-01-06,08:46:00,17:26:00,Present
1507,51,2025-01-07,08:42:00,16:23:00,Present
1508,51,2025-01-08,09:01:00,17:42:00,Present
1509,51,2025-01-09,09:26:00,18:07:00,Present
1510,51,2025-01-10,09:49:00,17:46:00,Present
1511,51,2025-01-11,08:31:00,16:47:00,Present
1512,51,2025-01-12,08:40:00,16:27:00,Present
1513,51,2025-01-13,09:55:00,17:52:00,Present
1514,51,2025-01-14,08:56:00,16:57:00,Present
1515,51,2025-01-15,08:59:00,17:16:00,Present
1516,51,2025-01-16,08:30:00,16:42:00,Present
1517,51,2025-01-17,09:25:00,17:11:00,Present
1518,51,2025-01-18,09:02:00,17:33:00,Present
1519,51,2025-01-19,09:35:00,17:46:00,Present
1520,51,2025-01-20,,,Leave
1521,51,2025-01-21,09:08:00,17:47:00,Present
1522,51,2025-01-22,08:38:00,17:14:00,Present
1523,51,2025-01-23,09:39:00,17:37:00,Present
1524,51,2025-01-24,09:32:00,17:23:00,Present
1525,51,2025-01-25,08:36:00,16:30:00,Present
1526,51,2025-01-26,09:17:00,17:14:00,Present
1527,51,2025-01-27,09:50:00,18:13:00,Present
1528,51,2025-01-28,09:12:00,18:00:00,Present
1529,51,2025-01-29,09:03:00,16:44:00,Present
1530,51,2025-01-30,09:19:00,17:11:00,Present
1531,52,2025-01-01,08:39:00,16:19:00,Present
1532,52,2025-01-02,09:45:00,18:04:00,Present
1533,52,2025-01-03,09:24:00,17:13:00,Present
1534,52,2025-01-04,09:51:00,18:06:00,Present
1535,52,2025-01-05,08:37:00,17:03:00,Present
1536,52,2025-01-06,09:17:00,16:58:00,Present
1537,52,2025-01-07,08:47:00,17:24:00,Present
1538,52,2025-01-08,09:11:00,17:02:00,Present
1539,52,2025-01-09,09:50:00,17:32:00,Present
1540,52,2025-01-10,09:17:00,17:43:00,Present
1541,52,2025-01-11,08:49:00,17:31:00,Present
1542,52,2025-01-12,09:20:00,17:29:00,Present
1543,52,2025-01-13,08:51:00,17:30:00,Present
1544,52,2025-01-14,09:06:00,17:24:00,Present
1545,52,2025-01-15,09:29:00,17:36:00,Present
1546,52,2025-01-16,09:51:00,17:57:00,Present
1547,52,2025-01-17,08:46:00,16:27:00,Present
1548,52,2025-01-18,09:33:00,17:19:00,Present
1549,52,2025-01-19,09:08:00,17:00:00,Present
1550,52,2025-01-20,09:01:00,17:29:00,Present
1551,52,2025-01-21,08:34:00,16:53:00,Present
1552,52,2025-01-22,08:35:00,16:22:00,Present
1553,52,2025-01-23,09:12:00,16:58:00,Present
1554,52,2025-01-24,08:52:00,17:12:00,Present
1555,52,2025-01-25,09:59:00,17:43:00,Present
1556,52,2025-01-26,09:31:00,18:09:00,Present
1557,52,2025-01-27,08:37:00,16:20:00,Present
1558,52,2025-01-28,,,Leave
1559,52,2025-01-29,09:07:00,17:21:00,Present
1560,52,2025-01-30,08:59:00,17:30:00,Present
1561,53,2025-01-01,09:23:00,18:10:00,Present
1562,53,2025-01-02,09:42:00,17:24:00,Present
1563,53,2025-01-03,09:46:00,18:25:00,Present
1564,53,2025-01-04,08:52:00,17:07:00,Present
1565,53,2025-01-05,09:52:00,18:13:00,Present
1566,53,2025-01-06,08:47:00,17:17:00,Present
1567,53,2025-01-07,09:53:00,17:43:00,Present
1568,53,2025-01-08,09:06:00,17:46:00,Present
1569,53,2025-01-09,,,Leave
1570,53,2025-01-10,,,Absent
1571,53,2025-01-11,09:43:00,18:24:00,Present
1572,53,2025-01-12,09:35:00,17:29:00,Present
1573,53,2025-01-13,,,Leave
1574,53,2025-01-14,09:56:00,18:33:00,Present
1575,53,2025-01-15,09:27:00,17:23:00,Present
1576,53,2025-01-16,08:54:00,16:54:00,Present
1577,53,2025-01-17,,,Leave
1578,53,2025-01-18,08:44:00,16:46:00,Present
1579,53,2025-01-19,09:04:00,17:44:00,Present
1580,53,2025-01-20,09:59:00,18:29:00,Present
1581,53,2025-01-21,08:59:00,17:34:00,Present
1582,53,2025-01-22,,,Leave
1583,53,2025-01-23,08:33:00,17:08:00,Present
1584,53,2025-01-24,09:21:00,17:56:00,Present
1585,53,2025-01-25,08:42:00,16:43:00,Present
1586,53,2025-01-26,,,Absent
1587,53,2025-01-27,09:00:00,17:39:00,Present
1588,53,2025-01-28,09:03:00,17:13:00,Present
1589,53,2025-01-29,,,Absent
1590,53,2025-01-30,08:56:00,16:46:00,Present
1591,54,2025-01-01,,,Absent
1592,54,2025-01-02,08:48:00,16:28:00,Present
1593,54,2025-01-03,09:28:00,17:42:00,Present
1594,54,2025-01-04,09:49:00,18:11:00,Present
1595,54,2025-01-05,09:09:00,17:56:00,Present
1596,54,2025-01-06,08:50:00,17:33:00,Present
1597,54,2025-01-07,08:44:00,16:55:00,Present
1598,54,2025-01-08,09:58:00,17:54:00,Present
1599,54,2025-01-09,08:44:00,16:47:00,Present
1600,54,2025-01-10,09:06:00,17:15:00,Present
1601,54,2025-01-11,09:09:00,17:58:00,Present
1602,54,2025-01-12,08:51:00,16:46:00,Present
1603,54,2025-01-13,,,Leave
1604,54,2025-01-14,09:44:00,17:32:00,Present
1605,54,2025-01-15,09:19:00,17:38:00,Present
1606,54,2025-01-16,09:50:00,17:45:00,Present
1607,54,2025-01-17,08:36:00,16:50:00,Present
1608,54,2025-01-18,09:32:00,17:19:00,Present
1609,54,2025-01-19,08:51:00,17:25:00,Present
1610,54,2025-01-20,09:13:00,17:57:00,Present
1611,54,2025-01-21,,,Leave
1612,54,2025-01-22,08:50:00,17:36:00,Present
1613,54,2025-01-23,08:53:00,17:24:00,Present
1614,54,2025-01-24,09:10:00,16:54:00,Present
1615,54,2025-01-25,08:31:00,17:03:00,Present
1616,54,2025-01-26,09:40:00,18:28:00,Present
1617,54,2025-01-27,08:48:00,17:16:00,Present
1618,54,2025-01-28,09:39:00,17:30:00,Present
1619,54,2025-01-29,08:38:00,16:49:00,Present
1620,54,2025-01-30,,,Absent
1621,55,2025-01-01,09:17:00,17:49:00,Present
1622,55,2025-01-02,09:48:00,17:32:00,Present
1623,55,2025-01-03,09:27:00,17:37:00,Present
1624,55,2025-01-04,09:43:00,17:41:00,Present
1625,55,2025-01-05,,,Absent
1626,55,2025-01-06,,,Absent
1627,55,2025-01-07,09:04:00,17:29:00,Present
1628,55,2025-01-08,09:52:00,17:42:00,Present
1629,55,2025-01-09,09:46:00,18:00:00,Present
1630,55,2025-01-10,08:49:00,17:27:00,Present
1631,55,2025-01-11,09:29:00,17:18:00,Present
1632,55,2025-01-12,08:35:00,17:20:00,Present
1633,55,2025-01-13,09:40:00,18:20:00,Present
1634,55,2025-01-14,09:16:00,17:42:00,Present
1635,55,2025-01-15,09:15:00,17:21:00,Present
1636,55,2025-01-16,08:54:00,17:19:00,Present
1637,55,2025-01-17,09:01:00,17:44:00,Present
1638,55,2025-01-18,08:46:00,17:14:00,Present
1639,55,2025-01-19,08:55:00,16:40:00,Present
1640,55,2025-01-20,09:22:00,18:08:00,Present
1641,55,2025-01-21,,,Leave
1642,55,2025-01-22,09:16:00,17:59:00,Present
1643,55,2025-01-23,09:15:00,17:33:00,Present
1644,55,2025-01-24,09:07:00,17:18:00,Present
1645,55,2025-01-25,,,Absent
1646,55,2025-01-26,09:56:00,18:22:00,Present
1647,55,2025-01-27,09:18:00,17:05:00,Present
1648,55,2025-01-28,09:25:00,18:11:00,Present
1649,55,2025-01-29,08:56:00,17:18:00,Present
1650,55,2025-01-30,09:40:00,17:52:00,Present
1651,56,2025-01-01,09:52:00,18:40:00,Present
1652,56,2025-01-02,09:40:00,17:55:00,Present
1653,56,2025-01-03,08:46:00,16:40:00,Present
1654,56,2025-01-04,09:10:00,17:47:00,Present
1655,56,2025-01-05,09:33:00,18:13:00,Present
1656,56,2025-01-06,09:54:00,18:06:00,Present
1657,56,2025-01-07,08:59:00,17:39:00,Present
1658,56,2025-01-08,09:42:00,17:24:00,Present
1659,56,2025-01-09,08:44:00,16:31:00,Present
1660,56,2025-01-10,09:56:00,18:23:00,Present
1661,56,2025-01-11,,,Leave
1662,56,2025-01-12,08:52:00,16:52:00,Present
1663,56,2025-01-13,08:54:00,17:19:00,Present
1664,56,2025-01-14,09:01:00,17:10:00,Present
1665,56,2025-01-15,09:01:00,16:53:00,Present
1666,56,2025-01-16,,,Absent
1667,56,2025-01-17,09:44:00,18:17:00,Present
1668,56,2025-01-18,09:41:00,17:30:00,Present
1669,56,2025-01-19,09:38:00,17:34:00,Present
1670,56,2025-01-20,08:56:00,17:05:00,Present
1671,56,2025-01-21,09:00:00,17:02:00,Present
1672,56,2025-01-22,09:47:00,18:23:00,Present
1673,56,2025-01-23,09:26:00,17:40:00,Present
1674,56,2025-01-24,08:31:00,17:02:00,Present
1675,56,2025-01-25,09:46:00,17:52:00,Present
1676,56,2025-01-26,,,Absent
1677,56,2025-01-27,08:37:00,17:17:00,Present
1678,56,2025-01-28,,,Absent
1679,56,2025-01-29,09:13:00,17:00:00,Present
1680,56,2025-01-30,08:31:00,16:25:00,Present
1681,57,2025-01-01,09:13:00,17:06:00,Present
1682,57,2025-01-02,08:52:00,17:08:00,Present
1683,57,2025-01-03,08:45:00,17:17:00,Present
1684,57,2025-01-04,,,Absent
1685,57,2025-01-05,09:37:00,18:10:00,Present
1686,57,2025-01-06,08:39:00,16:47:00,Present
1687,57,2025-01-07,08:37:00,16:53:00,Present
1688,57,2025-01-08,09:33:00,17:28:00,Present
1689,57,2025-01-09,09:20:00,17:18:00,Present
1690,57,2025-01-10,08:49:00,16:29:00,Present
1691,57,2025-01-11,08:53:00,17:13:00,Present
1692,57,2025-01-12,08:41:00,17:30:00,Present
1693,57,2025-01-13,09:03:00,17:42:00,Present
1694,57,2025-01-14,09:37:00,18:23:00,Present
1695,57,2025-01-15,08:53:00,17:07:00,Present
1696,57,2025-01-16,09:19:00,17:26:00,Present
1697,57,2025-01-17,09:09:00,17:11:00,Present
1698,57,2025-01-18,09:56:00,18:20:00,Present
1699,57,2025-01-19,09:32:00,18:08:00,Present
1700,57,2025-01-20,,,Leave
1701,57,2025-01-21,09:52:00,18:14:00,Present
1702,57,2025-01-22,09:13:00,16:57:00,Present
1703,57,2025-01-23,08:42:00,16:45:00,Present
1704,57,2025-01-24,09:44:00,17:50:00,Present
1705,57,2025-01-25,09:37:00,18:21:00,Present
1706,57,2025-01-26,08:44:00,16:43:00,Present
1707,57,2025-01-27,08:30:00,16:16:00,Present
1708,57,2025-01-28,08:37:00,16:49:00,Present
1709,57,2025-01-29,09:15:00,17:35:00,Present
1710,57,2025-01-30,08:45:00,16:47:00,Present
1711,58,2025-01-01,,,Absent
1712,58,2025-01-02,09:32:00,18:03:00,Present
1713,58,2025-01-03,09:58:00,18:18:00,Present
1714,58,2025-01-04,08:46:00,16:38:00,Present
1715,58,2025-01-05,09:32:00,17:17:00,Present
1716,58,2025-01-06,08:50:00,16:52:00,Present
1717,58,2025-01-07,09:36:00,18:19:00,Present
1718,58,2025-01-08,09:29:00,17:23:00,Present
1719,58,2025-01-09,09:11:00,17:11:00,Present
1720,58,2025-01-10,09:51:00,17:38:00,Present
1721,58,2025-01-11,09:29:00,17:28:00,Present
1722,58,2025-01-12,08:54:00,17:11:00,Present
1723,58,2025-01-13,09:16:00,17:41:00,Present
1724,58,2025-01-14,08:32:00,17:14:00,Present
1725,58,2025-01-15,09:59:00,18:11:00,Present
1726,58,2025-01-16,09:34:00,18:21:00,Present
1727,58,2025-01-17,08:51:00,16:34:00,Present
1728,58,2025-01-18,09:51:00,18:07:00,Present
1729,58,2025-01-19,09:40:00,18:26:00,Present
1730,58,2025-01-20,08:41:00,17:11:00,Present
1731,58,2025-01-21,09:19:00,17:41:00,Present
1732,58,2025-01-22,09:09:00,17:41:00,Present
1733,58,2025-01-23,09:24:00,17:17:00,Present
1734,58,2025-01-24,09:31:00,18:01:00,Present
1735,58,2025-01-25,08:46:00,16:32:00,Present
1736,58,2025-01-26,08:39:00,16:49:00,Present
1737,58,2025-01-27,09:28:00,18:08:00,Present
1738,58,2025-01-28,,,Leave
1739,58,2025-01-29,,,Leave
1740,58,2025-01-30,09:44:00,17:29:00,Present
1741,59,2025-01-01,,,Leave
1742,59,2025-01-02,09:07:00,17:42:00,Present
1743,59,2025-01-03,09:34:00,17:21:00,Present
1744,59,2025-01-04,09:21:00,17:54:00,Present
1745,59,2025-01-05,09:42:00,18:03:00,Present
1746,59,2025-01-06,08:31:00,16:24:00,Present
1747,59,2025-01-07,09:47:00,18:10:00,Present
1748,59,2025-01-08,09:29:00,18:15:00,Present
1749,59,2025-01-09,09:36:00,18:08:00,Present
1750,59,2025-01-10,09:35:00,18:04:00,Present
1751,59,2025-01-11,09:27:00,18:16:00,Present
1752,59,2025-01-12,08:43:00,17:03:00,Present
1753,59,2025-01-13,09:01:00,17:15:00,Present
1754,59,2025-01-14,09:59:00,17:58:00,Present
1755,59,2025-01-15,09:06:00,17:42:00,Present
1756,59,2025-01-16,,,Leave
1757,59,2025-01-17,09:18:00,17:37:00,Present
1758,59,2025-01-18,08:54:00,17:24:00,Present
1759,59,2025-01-19,08:47:00,17:13:00,Present
1760,59,2025-01-20,08:49:00,17:33:00,Present
1761,59,2025-01-21,08:59:00,17:45:00,Present
1762,59,2025-01-22,08:51:00,16:39:00,Present
1763,59,2025-01-23,09:39:00,17:42:00,Present
1764,59,2025-01-24,08:34:00,16:24:00,Present
1765,59,2025-01-25,08:55:00,17:02:00,Present
1766,59,2025-01-26,09:02:00,17:10:00,Present
1767,59,2025-01-27,08:36:00,16:45:00,Present
1768,59,2025-01-28,09:46:00,18:34:00,Present
1769,59,2025-01-29,09:40:00,17:39:00,Present
1770,59,2025-01-30,08:55:00,16:38:00,Present
1771,60,2025-01-01,09:23:00,17:35:00,Present
1772,60,2025-01-02,09:47:00,17:47:00,Present
1773,60,2025-01-03,08:58:00,16:40:00,Present
1774,60,2025-01-04,08:30:00,17:17:00,Present
1775,60,2025-01-05,09:57:00,18:43:00,Present
1776,60,2025-01-06,,,Leave
1777,60,2025-01-07,09:20:00,17:04:00,Present
1778,60,2025-01-08,09:42:00,17:52:00,Present
1779,60,2025-01-09,08:50:00,16:53:00,Present
1780,60,2025-01-10,09:38:00,17:19:00,Present
1781,60,2025-01-11,09:02:00,17:09:00,Present
1782,60,2025-01-12,09:11:00,16:53:00,Present
1783,60,2025-01-13,09:17:00,17:03:00,Present
1784,60,2025-01-14,09:16:00,17:44:00,Present
1785,60,2025-01-15,09:08:00,17:03:00,Present
1786,60,2025-01-16,08:53:00,16:41:00,Present
1787,60,2025-01-17,09:33:00,17:42:00,Present
1788,60,2025-01-18,08:40:00,16:55:00,Present
1789,60,2025-01-19,09:52:00,17:56:00,Present
1790,60,2025-01-20,09:20:00,18:05:00,Present
1791,60,2025-01-21,08:43:00,17:30:00,Present
1792,60,2025-01-22,,,Leave
1793,60,2025-01-23,08:39:00,16:49:00,Present
1794,60,2025-01-24,09:19:00,17:33:00,Present
1795,60,2025-01-25,09:33:00,17:41:00,Present
1796,60,2025-01-26,08:38:00,16:41:00,Present
1797,60,2025-01-27,09:57:00,18:09:00,Present
1798,60,2025-01-28,08:55:00,16:58:00,Present
1799,60,2025-01-29,09:20:00,17:45:00,Present
1800,60,2025-01-30,09:41:00,17:51:00,Present
1801,61,2025-01-01,08:54:00,16:59:00,Present
1802,61,2025-01-02,09:55:00,17:42:00,Present
1803,61,2025-01-03,,,Leave
1804,61,2025-01-04,09:45:00,18:00:00,Present
1805,61,2025-01-05,,,Leave
1806,61,2025-01-06,09:57:00,18:08:00,Present
1807,61,2025-01-07,09:27:00,17:32:00,Present
1808,61,2025-01-08,09:43:00,18:28:00,Present
1809,61,2025-01-09,08:46:00,16:32:00,Present
1810,61,2025-01-10,,,Absent
1811,61,2025-01-11,09:24:00,17:29:00,Present
1812,61,2025-01-12,09:43:00,17:29:00,Present
1813,61,2025-01-13,,,Absent
1814,61,2025-01-14,09:39:00,17:54:00,Present
1815,61,2025-01-15,09:42:00,17:49:00,Present
1816,61,2025-01-16,09:39:00,17:46:00,Present
1817,61,2025-01-17,09:39:00,17:19:00,Present
1818,61,2025-01-18,,,Absent
1819,61,2025-01-19,09:37:00,17:42:00,Present
1820,61,2025-01-20,09:02:00,17:36:00,Present
1821,61,2025-01-21,09:04:00,17:19:00,Present
1822,61,2025-01-22,,,Absent
1823,61,2025-01-23,08:43:00,16:23:00,Present
1824,61,2025-01-24,09:18:00,17:41:00,Present
1825,61,2025-01-25,08:38:00,16:46:00,Present
1826,61,2025-01-26,09:34:00,18:04:00,Present
1827,61,2025-01-27,08:55:00,17:10:00,Present
1828,61,2025-01-28,09:52:00,17:36:00,Present
1829,61,2025-01-29,,,Leave
1830,61,2025-01-30,09:32:00,17:37:00,Present
1831,62,2025-01-01,09:17:00,17:42:00,Present
1832,62,2025-01-02,09:31:00,18:01:00,Present
1833,62,2025-01-03,09:31:00,18:19:00,Present
1834,62,2025-01-04,08:42:00,16:50:00,Present
1835,62,2025-01-05,09:03:00,17:11:00,Present
1836,62,2025-01-06,,,Leave
1837,62,2025-01-07,09:22:00,17:03:00,Present
1838,62,2025-01-08,09:19:00,17:57:00,Present
1839,62,2025-01-09,09:54:00,17:54:00,Present
1840,62,2025-01-10,08:56:00,16:45:00,Present
1841,62,2025-01-11,08:40:00,17:20:00,Present
1842,62,2025-01-12,09:24:00,17:11:00,Present
1843,62,2025-01-13,08:34:00,16:20:00,Present
1844,62,2025-01-14,,,Leave
1845,62,2025-01-15,08:40:00,17:02:00,Present
1846,62,2025-01-16,08:54:00,17:03:00,Present
1847,62,2025-01-17,08:42:00,17:21:00,Present
1848,62,2025-01-18,08:53:00,17:14:00,Present
1849,62,2025-01-19,08:35:00,16:30:00,Present
1850,62,2025-01-20,09:23:00,17:14:00,Present
1851,62,2025-01-21,08:51:00,17:35:00,Present
1852,62,2025-01-22,09:24:00,17:45:00,Present
1853,62,2025-01-23,09:24:00,17:27:00,Present
1854,62,2025-01-24,09:14:00,17:41:00,Present
1855,62,2025-01-25,09:53:00,18:24:00,Present
1856,62,2025-01-26,08:34:00,16:15:00,Present
1857,62,2025-01-27,08:55:00,17:04:00,Present
1858,62,2025-01-28,08:38:00,16:53:00,Present
1859,62,2025-01-29,08:56:00,16:47:00,Present
1860,62,2025-01-30,09:30:00,17:25:00,Present
1861,63,2025-01-01,09:40:00,17:34:00,Present
1862,63,2025-01-02,09:39:00,17:27:00,Present
1863,63,2025-01-03,09:44:00,17:32:00,Present
1864,63,2025-01-04,08:46:00,17:22:00,Present
1865,63,2025-01-05,,,Leave
1866,63,2025-01-06,09:08:00,17:47:00,Present
1867,63,2025-01-07,09:21:00,17:33:00,Present
1868,63,2025-01-08,09:53:00,18:03:00,Present
1869,63,2025-01-09,09:31:00,17:51:00,Present
1870,63,2025-01-10,09:46:00,18:34:00,Present
1871,63,2025-01-11,08:32:00,17:06:00,Present
1872,63,2025-01-12,09:38:00,17:31:00,Present
1873,63,2025-01-13,09:05:00,17:11:00,Present
1874,63,2025-01-14,09:59:00,17:49:00,Present
1875,63,2025-01-15,09:08:00,17:15:00,Present
1876,63,2025-01-16,09:09:00,17:04:00,Present
1877,63,2025-01-17,09:26:00,17:09:00,Present
1878,63,2025-01-18,09:27:00,18:11:00,Present
1879,63,2025-01-19,09:30:00,17:21:00,Present
1880,63,2025-01-20,08:43:00,16:26:00,Present
1881,63,2025-01-21,09:31:00,17:46:00,Present
1882,63,2025-01-22,09:36:00,17:26:00,Present
1883,63,2025-01-23,09:52:00,17:42:00,Present
1884,63,2025-01-24,08:34:00,17:04:00,Present
1885,63,2025-01-25,09:37:00,18:22:00,Present
1886,63,2025-01-26,09:59:00,17:53:00,Present
1887,63,2025-01-27,09:22:00,17:25:00,Present
1888,63,2025-01-28,09:22:00,18:09:00,Present
1889,63,2025-01-29,08:34:00,16:48:00,Present
1890,63,2025-01-30,09:50:00,18:26:00,Present
1891,64,2025-01-01,09:41:00,17:41:00,Present
1892,64,2025-01-02,08:54:00,17:38:00,Present
1893,64,2025-01-03,08:39:00,17:04:00,Present
1894,64,2025-01-04,08:37:00,16:54:00,Present
1895,64,2025-01-05,09:55:00,18:12:00,Present
1896,64,2025-01-06,09:18:00,17:27:00,Present
1897,64,2025-01-07,08:31:00,16:57:00,Present
1898,64,2025-01-08,,,Leave
1899,64,2025-01-09,09:10:00,17:18:00,Present
1900,64,2025-01-10,09:24:00,17:58:00,Present
1901,64,2025-01-11,09:19:00,17:20:00,Present
1902,64,2025-01-12,08:35:00,16:22:00,Present
1903,64,2025-01-13,09:42:00,18:18:00,Present
1904,64,2025-01-14,09:46:00,18:09:00,Present
1905,64,2025-01-15,08:46:00,16:58:00,Present
1906,64,2025-01-16,09:00:00,16:48:00,Present
1907,64,2025-01-17,08:54:00,17:06:00,Present
1908,64,2025-01-18,09:30:00,17:57:00,Present
1909,64,2025-01-19,09:54:00,18:02:00,Present
1910,64,2025-01-20,09:30:00,17:41:00,Present
1911,64,2025-01-21,09:01:00,17:04:00,Present
1912,64,2025-01-22,08:52:00,16:38:00,Present
1913,64,2025-01-23,,,Absent
1914,64,2025-01-24,09:36:00,18:17:00,Present
1915,64,2025-01-25,08:50:00,17:14:00,Present
1916,64,2025-01-26,09:22:00,17:41:00,Present
1917,64,2025-01-27,09:02:00,17:19:00,Present
1918,64,2025-01-28,09:28:00,18:14:00,Present
1919,64,2025-01-29,08:35:00,16:41:00,Present
1920,64,2025-01-30,08:37:00,16:53:00,Present
1921,65,2025-01-01,09:54:00,18:15:00,Present
1922,65,2025-01-02,09:39:00,17:38:00,Present
1923,65,2025-01-03,09:45:00,17:44:00,Present
1924,65,2025-01-04,09:54:00,18:06:00,Present
1925,65,2025-01-05,08:59:00,17:34:00,Present
1926,65,2025-01-06,,,Leave
1927,65,2025-01-07,09:42:00,17:56:00,Present
1928,65,2025-01-08,08:53:00,16:42:00,Present
1929,65,2025-01-09,09:36:00,17:26:00,Present
1930,65,2025-01-10,09:52:00,17:49:00,Present
1931,65,2025-01-11,,,Absent
1932,65,2025-01-12,08:57:00,17:18:00,Present
1933,65,2025-01-13,09:21:00,18:07:00,Present
1934,65,2025-01-14,09:44:00,17:28:00,Present
1935,65,2025-01-15,08:49:00,17:30:00,Present
1936,65,2025-01-16,,,Absent
1937,65,2025-01-17,09:41:00,18:01:00,Present
1938,65,2025-01-18,08:45:00,16:54:00,Present
1939,65,2025-01-19,09:33:00,17:19:00,Present
1940,65,2025-01-20,08:33:00,16:52:00,Present
1941,65,2025-01-21,,,Absent
1942,65,2025-01-22,,,Absent
1943,65,2025-01-23,09:04:00,17:43:00,Present
1944,65,2025-01-24,08:39:00,17:17:00,Present
1945,65,2025-01-25,09:02:00,17:36:00,Present
1946,65,2025-01-26,09:57:00,18:40:00,Present
1947,65,2025-01-27,09:50:00,18:23:00,Present
1948,65,2025-01-28,08:52:00,16:50:00,Present
1949,65,2025-01-29,09:50:00,18:29:00,Present
1950,65,2025-01-30,08:43:00,16:52:00,Present
1951,66,2025-01-01,09:57:00,17:39:00,Present
1952,66,2025-01-02,08:56:00,17:09:00,Present
1953,66,2025-01-03,08:35:00,16:30:00,Present
1954,66,2025-01-04,09:11:00,17:02:00,Present
1955,66,2025-01-05,08:35:00,17:18:00,Present
1956,66,2025-01-06,08:40:00,17:06:00,Present
1957,66,2025-01-07,08:53:00,16:57:00,Present
1958,66,2025-01-08,09:37:00,17:31:00,Present
1959,66,2025-01-09,08:55:00,17:34:00,Present
1960,66,2025-01-10,08:39:00,16:43:00,Present
1961,66,2025-01-11,08:55:00,16:48:00,Present
1962,66,2025-01-12,09:35:00,17:31:00,Present
1963,66,2025-01-13,09:10:00,17:31:00,Present
1964,66,2025-01-14,08:33:00,16:34:00,Present
1965,66,2025-01-15,09:15:00,17:30:00,Present
1966,66,2025-01-16,09:39:00,17:39:00,Present
1967,66,2025-01-17,08:36:00,16:50:00,Present
1968,66,2025-01-18,09:45:00,18:33:00,Present
1969,66,2025-01-19,08:37:00,16:20:00,Present
1970,66,2025-01-20,09:51:00,18:32:00,Present
1971,66,2025-01-21,08:42:00,17:24:00,Present
1972,66,2025-01-22,09:01:00,16:58:00,Present
1973,66,2025-01-23,08:38:00,16:58:00,Present
1974,66,2025-01-24,09:59:00,17:59:00,Present
1975,66,2025-01-25,09:15:00,17:02:00,Present
1976,66,2025-01-26,,,Leave
1977,66,2025-01-27,09:34:00,17:51:00,Present
1978,66,2025-01-28,09:01:00,16:44:00,Present
1979,66,2025-01-29,09:23:00,17:37:00,Present
1980,66,2025-01-30,09:44:00,17:49:00,Present
1981,67,2025-01-01,09:29:00,17:38:00,Present
1982,67,2025-01-02,08:38:00,16:36:00,Present
1983,67,2025-01-03,09:04:00,16:49:00,Present
1984,67,2025-01-04,09:04:00,17:48:00,Present
1985,67,2025-01-05,08:56:00,16:39:00,Present
1986,67,2025-01-06,09:46:00,18:31:00,Present
1987,67,2025-01-07,09:21:00,17:07:00,Present
1988,67,2025-01-08,09:21:00,17:46:00,Present
1989,67,2025-01-09,09:18:00,17:08:00,Present
1990,67,2025-01-10,08:31:00,16:11:00,Present
1991,67,2025-01-11,09:53:00,17:46:00,Present
1992,67,2025-01-12,,,Leave
1993,67,2025-01-13,09:18:00,17:00:00,Present
1994,67,2025-01-14,09:50:00,17:30:00,Present
1995,67,2025-01-15,08:50:00,16:45:00,Present
1996,67,2025-01-16,09:33:00,18:19:00,Present
1997,67,2025-01-17,09:04:00,17:39:00,Present
1998,67,2025-01-18,09:09:00,17:41:00,Present
1999,67,2025-01-19,09:26:00,17:10:00,Present
2000,67,2025-01-20,09:10:00,17:58:00,Present
2001,67,2025-01-21,09:20:00,17:52:00,Present
2002,67,2025-01-22,09:18:00,16:58:00,Present
2003,67,2025-01-23,08:30:00,17:08:00,Present
2004,67,2025-01-24,,,Leave
2005,67,2025-01-25,08:59:00,17:45:00,Present
2006,67,2025-01-26,09:26:00,18:09:00,Present
2007,67,2025-01-27,09:58:00,18:24:00,Present
2008,67,2025-01-28,08:55:00,17:07:00,Present
2009,67,2025-01-29,09:47:00,17:59:00,Present
2010,67,2025-01-30,09:06:00,17:53:00,Present
2011,68,2025-01-01,09:15:00,17:59:00,Present
2012,68,2025-01-02,,,Absent
2013,68,2025-01-03,08:41:00,16:21:00,Present
2014,68,2025-01-04,09:58:00,18:18:00,Present
2015,68,2025-01-05,09:15:00,17:37:00,Present
2016,68,2025-01-06,08:52:00,17:07:00,Present
2017,68,2025-01-07,,,Absent
2018,68,2025-01-08,09:57:00,18:41:00,Present
2019,68,2025-01-09,,,Absent
2020,68,2025-01-10,09:44:00,18:31:00,Present
2021,68,2025-01-11,09:48:00,18:24:00,Present
2022,68,2025-01-12,09:59:00,18:38:00,Present
2023,68,2025-01-13,09:56:00,18:35:00,Present
2024,68,2025-01-14,09:55:00,18:16:00,Present
2025,68,2025-01-15,09:24:00,18:04:00,Present
2026,68,2025-01-16,09:33:00,18:04:00,Present
2027,68,2025-01-17,08:35:00,16:22:00,Present
2028,68,2025-01-18,09:29:00,17:27:00,Present
2029,68,2025-01-19,09:21:00,17:37:00,Present
2030,68,2025-01-20,09:11:00,17:51:00,Present
2031,68,2025-01-21,08:51:00,16:39:00,Present
2032,68,2025-01-22,08:35:00,16:24:00,Present
2033,68,2025-01-23,08:50:00,16:38:00,Present
2034,68,2025-01-24,09:51:00,18:34:00,Present
2035,68,2025-01-25,08:40:00,16:57:00,Present
2036,68,2025-01-26,,,Leave
2037,68,2025-01-27,09:36:00,17:36:00,Present
2038,68,2025-01-28,08:49:00,17:32:00,Present
2039,68,2025-01-29,09:01:00,16:53:00,Present
